TCONS_00000001	gene-SNX18_gGal-2
TCONS_00009568	gene-VTG3_gGal
TCONS_00009569	gene-VIT2_tGut
TCONS_00009570	gene-SSX2IP_gGal
TCONS_00009571	gene-SSX2IP_gGal
TCONS_00009572	gene-LPAR3_tGut
TCONS_00009573	gene-MCOLN2_tGut
TCONS_00009574	gene-MCOLN2_tGut
TCONS_00009575	gene-MCOLN2_tGut
TCONS_00009576	gene-MCOLN3_tGut
TCONS_00009577	gene-MCOLN3_tGut
TCONS_00009578	gene-MCOLN3_tGut
TCONS_00009579	gene-SYDE2_tGut
TCONS_00009580	gene-SYDE2_tGut
TCONS_00009581	gene-C8H1orf52_tGut
TCONS_00009582	gene-C8H1orf52_tGut
TCONS_00009583	gene-BCL10_tGut
TCONS_00009584	gene-DDAH1_tGut
TCONS_00009585	gene-LOC101751390_gGal
TCONS_00009586	gene-ZNHIT6_tGut
TCONS_00009589	gene-COL24A1_tGut
TCONS_00009588	gene-COL24A1_tGut
TCONS_00009587	gene-COL24A1_tGut
TCONS_00009591	gene-ODF2L_tGut
TCONS_00009590	gene-ODF2L_tGut
TCONS_00009595	gene-ODF2L_tGut
TCONS_00009594	gene-ODF2L_tGut
TCONS_00009593	gene-ODF2L_tGut
TCONS_00009592	gene-ODF2L_tGut
TCONS_00009596	gene-ODF2L_tGut
TCONS_00009597	gene-GTF2B_tGut
TCONS_00009598	gene-GTF2B_tGut
TCONS_00009599	gene-GTF2B_tGut
TCONS_00009600	gene-KYAT3_tGut
TCONS_00009601	gene-KYAT3_tGut
TCONS_00009602	gene-BARHL2_tGut
TCONS_00009604	gene-ZNF644_tGut
TCONS_00009603	gene-ZNF644_tGut
TCONS_00009605	gene-HFM1_tGut
TCONS_00009606	gene-HFM1_tGut
TCONS_00009607	gene-HFM1_tGut
TCONS_00009613	gene-HFM1_tGut
TCONS_00009612	gene-HFM1_tGut
TCONS_00009610	gene-HFM1_tGut
TCONS_00009611	gene-HFM1_tGut
TCONS_00009609	gene-HFM1_tGut
TCONS_00009608	gene-HFM1_tGut
TCONS_00009614	gene-LOC112532897_gGal
TCONS_00009615	gene-TGFBR3_tGut
TCONS_00009616	gene-GLMN_tGut
TCONS_00009617	gene-GFI1_tGut
TCONS_00009620	gene-EVI5_tGut
TCONS_00009621	gene-EVI5_tGut
TCONS_00009619	gene-EVI5_tGut
TCONS_00009618	gene-EVI5_tGut
TCONS_00009624	gene-EVI5_tGut
TCONS_00009623	gene-EVI5_tGut
TCONS_00009622	gene-EVI5_tGut
TCONS_00009625	gene-EVI5_tGut
TCONS_00009630	gene-EVI5_tGut
TCONS_00009631	gene-EVI5_tGut
TCONS_00009632	gene-EVI5_tGut
TCONS_00009633	gene-EVI5_tGut
TCONS_00009629	gene-EVI5_tGut
TCONS_00009628	gene-EVI5_tGut
TCONS_00009627	gene-EVI5_tGut
TCONS_00009626	gene-EVI5_tGut
TCONS_00009634	gene-EVI5_tGut
TCONS_00009635	gene-DIPK1A_tGut
TCONS_00009636	gene-DIPK1A_tGut
TCONS_00009637	gene-TMED5_tGut
TCONS_00009638	gene-BCAR3_tGut
TCONS_00009639	gene-BCAR3_tGut
TCONS_00009640	gene-BCAR3_tGut
TCONS_00009641	gene-BCAR3_tGut
TCONS_00009642	gene-DNTTIP2_tGut
TCONS_00009643	gene-DNTTIP2_tGut
TCONS_00009644	gene-GCLM_tGut
TCONS_00009647	gene-ABCA4_tGut
TCONS_00009646	gene-ABCA4_tGut
TCONS_00009645	gene-ABCA4_tGut
TCONS_00009648	gene-ABCA4_tGut
TCONS_00009649	gene-ARHGAP29_tGut
TCONS_00009651	gene-ARHGAP29_tGut
TCONS_00009650	gene-ARHGAP29_tGut
TCONS_00009654	gene-ARHGAP29_tGut
TCONS_00009653	gene-ARHGAP29_tGut
TCONS_00009652	gene-ARHGAP29_tGut
TCONS_00009655	gene-F3_tGut
TCONS_00009656	gene-CNN3_tGut
TCONS_00009657	gene-ALG14_tGut
TCONS_00009658	gene-DPYD_tGut
TCONS_00009659	gene-DPYD_tGut
TCONS_00009660	gene-PLPPR5_tGut
TCONS_00009661	gene-PLPPR5_tGut
TCONS_00009662	gene-PLPPR5_tGut
TCONS_00009664	gene-FRRS1_tGut
TCONS_00009663	gene-FRRS1_tGut
TCONS_00009665	gene-FRRS1_tGut
TCONS_00009666	gene-FRRS1_tGut
TCONS_00009667	gene-FRRS1_tGut
TCONS_00009668	gene-SASS6_tGut
TCONS_00009669	gene-SASS6_tGut
TCONS_00009671	gene-SASS6_tGut
TCONS_00009670	gene-SASS6_tGut
TCONS_00009672	gene-LRRC39_tGut
TCONS_00009673	gene-LRRC39_tGut
TCONS_00009674	gene-DBT_tGut
TCONS_00009675	gene-VCAM1_tGut
TCONS_00009676	gene-GPR88_tGut
TCONS_00009677	gene-CDC14A_tGut
TCONS_00009678	gene-EXTL2_tGut
TCONS_00009680	gene-DPH5_tGut
TCONS_00009679	gene-DPH5_tGut
TCONS_00009682	gene-OLFM3_tGut
TCONS_00009681	gene-OLFM3_tGut
TCONS_00009683	gene-COL11A1_tGut
TCONS_00009687	gene-COL11A1_tGut
TCONS_00009688	gene-COL11A1_tGut
TCONS_00009686	gene-COL11A1_tGut
TCONS_00009685	gene-COL11A1_tGut
TCONS_00009684	gene-COL11A1_tGut
TCONS_00009689	gene-COL11A1_tGut
TCONS_00009690	gene-VAV3_tGut
TCONS_00009693	gene-VAV3_tGut
TCONS_00009692	gene-VAV3_tGut
TCONS_00009691	gene-VAV3_tGut
TCONS_00009694	gene-VAV3_tGut
TCONS_00009695	gene-SLC25A24_tGut
TCONS_00009696	gene-HENMT1_tGut
TCONS_00009699	gene-FNDC7_tGut
TCONS_00009700	gene-FNDC7_tGut
TCONS_00009698	gene-FNDC7_tGut
TCONS_00009697	gene-FNDC7_tGut
TCONS_00009701	gene-FNDC7_tGut
TCONS_00009704	gene-FNDC7_tGut
TCONS_00009703	gene-FNDC7_tGut
TCONS_00009702	gene-FNDC7_tGut
TCONS_00009705	gene-FNDC7_tGut
TCONS_00009706	gene-AKNAD1_tGut
TCONS_00009707	gene-AKNAD1_tGut
TCONS_00009708	gene-AKNAD1_tGut
TCONS_00009709	gene-CLCC1_tGut
TCONS_00009710	gene-CLCC1_tGut
TCONS_00009711	gene-WDR47_tGut
TCONS_00009714	gene-CAMSAP2_tGut
TCONS_00009715	gene-CAMSAP2_tGut
TCONS_00009713	gene-CAMSAP2_tGut
TCONS_00009712	gene-CAMSAP2_tGut
TCONS_00009716	gene-NR5A2_tGut
TCONS_00009717	gene-NR5A2_tGut
TCONS_00009719	gene-NR5A2_tGut
TCONS_00009718	gene-NR5A2_tGut
TCONS_00009720	gene-NR5A2_tGut
TCONS_00009721	gene-PTPRC_tGut
TCONS_00009722	gene-PTPRC_tGut
TCONS_00009726	gene-PTPRC_tGut
TCONS_00009725	gene-PTPRC_tGut
TCONS_00009724	gene-PTPRC_tGut
TCONS_00009723	gene-PTPRC_tGut
TCONS_00009728	gene-NEK7_tGut
TCONS_00009727	gene-NEK7_tGut
TCONS_00009729	gene-LHX9_tGut
TCONS_00009730	gene-LHX9_tGut
TCONS_00009731	gene-LHX9_tGut
TCONS_00009732	gene-C1orf53_gGal
TCONS_00009734	gene-CRB1_tGut
TCONS_00009733	gene-CRB1_tGut
TCONS_00009736	gene-CFH_tGut
TCONS_00009735	gene-CFH_tGut
TCONS_00009737	gene-CDC73_tGut
TCONS_00009738	gene-RO60_tGut
TCONS_00009739	gene-RO60_tGut
TCONS_00009740	gene-RGS2_tGut
TCONS_00009741	gene-RGS13_tGut
TCONS_00009742	gene-RGS13_tGut
TCONS_00009743	gene-RGS1_tGut
TCONS_00009744	gene-RGS21_tGut
TCONS_00009745	gene-RGS18_tGut
TCONS_00009746	gene-RGS5_tGut
TCONS_00009747	gene-HTATIP2_tGut
TCONS_00009748	gene-HTATIP2_tGut
TCONS_00009749	gene-OLFML2B_tGut
TCONS_00009751	gene-HSD17B7_tGut
TCONS_00009750	gene-HSD17B7_tGut
TCONS_00009752	gene-DDR2_tGut
TCONS_00009754	gene-UAP1_tGut
TCONS_00009753	gene-UAP1_tGut
TCONS_00009755	gene-UHMK1_tGut
TCONS_00009758	gene-NOS1AP_gGal
TCONS_00009760	gene-NOS1AP_gGal
TCONS_00009759	gene-NOS1AP_gGal
TCONS_00009757	gene-NOS1AP_gGal
TCONS_00009756	gene-NOS1AP_gGal
TCONS_00009761	gene-TMEM121_tGut
TCONS_00009763	gene-TEDC1_tGut
TCONS_00009762	gene-TEDC1_tGut
TCONS_00009764	gene-TEDC1_tGut
TCONS_00009765	gene-CRIP1_tGut
TCONS_00009766	gene-CRIP2_tGut
TCONS_00009767	gene-CRIP2_tGut
TCONS_00009768	gene-MTA1_tGut
TCONS_00009771	gene-MTA1_tGut
TCONS_00009770	gene-MTA1_tGut
TCONS_00009769	gene-MTA1_tGut
TCONS_00009772	gene-MTA1_tGut
TCONS_00009773	gene-PACS2_tGut
TCONS_00009774	gene-PACS2_tGut
TCONS_00009775	gene-PACS2_tGut
TCONS_00009776	gene-PACS2_tGut
TCONS_00009783	gene-PACS2_tGut
TCONS_00009785	gene-PACS2_tGut
TCONS_00009786	gene-PACS2_tGut
TCONS_00009784	gene-PACS2_tGut
TCONS_00009782	gene-PACS2_tGut
TCONS_00009779	gene-PACS2_tGut
TCONS_00009781	gene-PACS2_tGut
TCONS_00009780	gene-PACS2_tGut
TCONS_00009778	gene-PACS2_tGut
TCONS_00009777	gene-PACS2_tGut
TCONS_00009787	gene-PHGDH_tGut
TCONS_00009789	gene-PRKAB2_tGut
TCONS_00009788	gene-PRKAB2_tGut
TCONS_00009790	gene-PRKAB2_tGut
TCONS_00009791	gene-LOC100232391_tGut
TCONS_00009792	gene-DM5L_gGal
TCONS_00009793	gene-PLPP6_tGut
TCONS_00009794	gene-PRDX6_tGut
TCONS_00009795	gene-FASLG_tGut
TCONS_00009798	gene-SUCO_tGut
TCONS_00009799	gene-SUCO_tGut
TCONS_00009797	gene-SUCO_tGut
TCONS_00009796	gene-SUCO_tGut
TCONS_00009800	gene-SUCO_tGut
TCONS_00009803	gene-DNM3_tGut
TCONS_00009805	gene-DNM3_tGut
TCONS_00009806	gene-DNM3_tGut
TCONS_00009804	gene-DNM3_tGut
TCONS_00009802	gene-DNM3_tGut
TCONS_00009801	gene-DNM3_tGut
TCONS_00009809	gene-DNM3_tGut
TCONS_00009808	gene-DNM3_tGut
TCONS_00009807	gene-DNM3_tGut
TCONS_00009812	gene-DNM3_tGut
TCONS_00009811	gene-DNM3_tGut
TCONS_00009810	gene-DNM3_tGut
TCONS_00009815	gene-DNM3_tGut
TCONS_00009814	gene-DNM3_tGut
TCONS_00009813	gene-DNM3_tGut
TCONS_00009819	gene-DNM3_tGut
TCONS_00009818	gene-DNM3_tGut
TCONS_00009817	gene-DNM3_tGut
TCONS_00009816	gene-DNM3_tGut
TCONS_00009820	gene-DNM3_tGut
TCONS_00009821	gene-METTL13_tGut
TCONS_00009822	gene-ITPA_tGut
TCONS_00009823	gene-VAMP4_tGut
TCONS_00009824	gene-VAMP4_tGut
TCONS_00009827	gene-PRRC2C_tGut
TCONS_00009829	gene-PRRC2C_tGut
TCONS_00009831	gene-PRRC2C_tGut
TCONS_00009833	gene-PRRC2C_tGut
TCONS_00009835	gene-PRRC2C_tGut
TCONS_00009837	gene-PRRC2C_tGut
TCONS_00009839	gene-PRRC2C_tGut
TCONS_00009841	gene-PRRC2C_tGut
TCONS_00009843	gene-PRRC2C_tGut
TCONS_00009844	gene-PRRC2C_tGut
TCONS_00009842	gene-PRRC2C_tGut
TCONS_00009840	gene-PRRC2C_tGut
TCONS_00009838	gene-PRRC2C_tGut
TCONS_00009836	gene-PRRC2C_tGut
TCONS_00009834	gene-PRRC2C_tGut
TCONS_00009832	gene-PRRC2C_tGut
TCONS_00009830	gene-PRRC2C_tGut
TCONS_00009828	gene-PRRC2C_tGut
TCONS_00009826	gene-PRRC2C_tGut
TCONS_00009825	gene-PRRC2C_tGut
TCONS_00009847	gene-PRRC2C_tGut
TCONS_00009846	gene-PRRC2C_tGut
TCONS_00009845	gene-PRRC2C_tGut
TCONS_00009848	gene-FMO4_gGal
TCONS_00009849	gene-FMO4_gGal
TCONS_00009850	gene-FMO4_gGal
TCONS_00009851	gene-PRRX1_gGal
TCONS_00009852	gene-PRRX1_gGal
TCONS_00009853	gene-PRRX1_gGal
TCONS_00009855	gene-GORAB_tGut
TCONS_00009854	gene-GORAB_tGut
TCONS_00009856	gene-NTMT2_tGut
TCONS_00009857	gene-NTMT2_tGut
TCONS_00009858	gene-NTMT2_tGut
TCONS_00009859	gene-C8H1orf112_tGut
TCONS_00009860	gene-C8H1orf112_tGut
TCONS_00009861	gene-C8H1orf112_tGut
TCONS_00009862	gene-C8H1orf112_tGut
TCONS_00009863	gene-PHPT1L_gGal
TCONS_00009864	gene-PBX1_tGut
TCONS_00009865	gene-PBX1_tGut
TCONS_00009866	gene-PBX1_tGut
TCONS_00009867	gene-NUF2_tGut
TCONS_00009868	gene-ALDH9A1_tGut
TCONS_00009869	gene-TMCO1_tGut
TCONS_00009870	gene-TMCO1_tGut
TCONS_00009871	gene-CENPL_tGut
TCONS_00009872	gene-RGSL1_gGal
TCONS_00009874	gene-RGSL1_gGal
TCONS_00009873	gene-RGSL1_gGal
TCONS_00009876	gene-RGSL1_gGal
TCONS_00009875	gene-RGSL1_gGal
TCONS_00009877	gene-ZBTB37_tGut
TCONS_00009878	gene-NMNAT2_tGut
TCONS_00009879	gene-NCF2_tGut
TCONS_00009880	gene-ARPC5_tGut
TCONS_00009881	gene-APOBEC4_gGal
TCONS_00009882	gene-COLGALT2_tGut
TCONS_00009884	gene-EDEM3_tGut
TCONS_00009883	gene-EDEM3_tGut
TCONS_00009885	gene-NIBAN1_tGut
TCONS_00009886	gene-NIBAN1_tGut
TCONS_00009887	gene-IVNS1ABP_gGal
TCONS_00009888	gene-IVNS1ABP_gGal
TCONS_00009889	gene-TPR_tGut
TCONS_00009890	gene-PDC_tGut
TCONS_00009891	gene-PTGS2_tGut
TCONS_00009892	gene-PTGS2_tGut
TCONS_00009893	gene-BRINP3_tGut
TCONS_00009894	gene-MRPS14_gGal
TCONS_00009895	gene-KIAA0040_gGal
TCONS_00009897	gene-TNR_tGut
TCONS_00009896	gene-TNR_tGut
TCONS_00009899	gene-COP1_tGut
TCONS_00009898	gene-COP1_tGut
TCONS_00009902	gene-ASTN1_tGut
TCONS_00009901	gene-ASTN1_tGut
TCONS_00009900	gene-ASTN1_tGut
TCONS_00009903	gene-SEC16B_gGal
TCONS_00009905	gene-SEC16B_gGal
TCONS_00009904	gene-SEC16B_gGal
TCONS_00009906	gene-SEC16B_gGal
TCONS_00009907	gene-ANGPTL1_tGut
TCONS_00009908	gene-ABL2_tGut
TCONS_00009909	gene-ABL2_tGut
TCONS_00009910	gene-ABL2_tGut
TCONS_00009911	gene-NPHS2_tGut
TCONS_00009912	gene-ADAMTSL2L_gGal
TCONS_00009913	gene-ADAMTSL2L_gGal
TCONS_00009914	gene-ADAMTSL2L_gGal
TCONS_00009916	gene-ADAMTSL2L_gGal
TCONS_00009915	gene-ADAMTSL2L_gGal
TCONS_00009917	gene-ADAMTSL2L_gGal
TCONS_00009918	gene-ADAMTSL2L_gGal
TCONS_00009919	gene-ADAMTSL2L_gGal
TCONS_00009920	gene-ADAMTSL2L_gGal
TCONS_00009922	gene-TOR1AIP2_tGut
TCONS_00009921	gene-TOR1AIP2_tGut
TCONS_00009923	gene-ACBD6_tGut
TCONS_00009924	gene-ACBD6_tGut
TCONS_00009925	gene-STX6_tGut
TCONS_00009926	gene-CDIPT_tGut
TCONS_00009927	gene-KAT8_tGut-like-1
TCONS_00009928	gene-LOC115492234_tGut
TCONS_00009929	gene-PPP1R37_gGal-like-1
TCONS_00009931	gene-BRD2_gGal
TCONS_00009930	gene-BRD2_gGal
TCONS_00009932	gene-BRD2_gGal
TCONS_00009933	gene-BRD2_gGal
TCONS_00009934	gene-BLB1_gGal-2
TCONS_00009935	gene-ZNFY3_gGal-1
TCONS_00009936	gene-SLC39A7_tGut-like-1
TCONS_00009937	gene-DMA_gGal
TCONS_00009938	gene-ZNFY3_gGal-2
TCONS_00009939	gene-BLB1_gGal-1
TCONS_00009940	gene-LOC105760267_tGut-like-65
TCONS_00009942	gene-VPS28_tGut-like-2
TCONS_00009941	gene-VPS28_tGut-like-2
TCONS_00009943	gene-LOC121469284_tGut-like-2
TCONS_00009944	gene-VPS28_tGut-like-2
TCONS_00009947	gene-LOC115497975_tGut-1
TCONS_00009949	gene-LOC115497975_tGut-1
TCONS_00009950	gene-LOC115497975_tGut-1
TCONS_00009948	gene-LOC115497975_tGut-1
TCONS_00009946	gene-LOC115497975_tGut-1
TCONS_00009945	gene-LOC115497975_tGut-1
TCONS_00009951	gene-LOC115497506_tGut-like-1
TCONS_00009952	gene-LOC124417550_gGal-like-5
TCONS_00009953	gene-ILVBL_gGal-2
TCONS_00009954	gene-PYM1_tGut-like-5
TCONS_00009955	gene-TCAP_gGal-2
TCONS_00009956	gene-PNPLA6_gGal-like-7
TCONS_00009957	gene-PSMC4_tGut-like-1
TCONS_00009958	gene-PSMC4_tGut-like-1
TCONS_00009959	gene-PSMC4_tGut-like-1
TCONS_00009960	gene-PSMC4_tGut-like-1
TCONS_00009961	gene-LOC121108648_gGal-like-9
TCONS_00009962	gene-LIPE_gGal-1
TCONS_00009963	gene-LOC121108877_gGal-like-5
TCONS_00009964	gene-LOC121108879_gGal-like-6
TCONS_00009965	gene-ZNF740_gGal-2
TCONS_00009966	gene-LOC121468033_tGut-like-7
TCONS_00009967	gene-LOC124417578_gGal-like-21
TCONS_00009968	gene-SYDE1_gGal-like-2
TCONS_00009969	gene-LOC121108877_gGal-like-3
TCONS_00009970	gene-TOMM40_tGut-like-2
TCONS_00009971	gene-LOC121107828_gGal-1
TCONS_00009972	gene-TOMM40_tGut-like-1
TCONS_00009973	gene-TOMM40_tGut-like-1
TCONS_00009974	gene-SCN1B_tGut-3
TCONS_00009975	gene-UBE2M_tGut-1
TCONS_00009977	gene-LOC115492365_tGut-like-1
TCONS_00009976	gene-LOC115492365_tGut-like-1
TCONS_00009980	gene-LOC107050532_gGal-2
TCONS_00009978	gene-LOC121108648_gGal-like-1
TCONS_00009979	gene-LOC121108648_gGal-like-1
TCONS_00009981	gene-LIM2_gGal-like-11
TCONS_00009982	gene-POLR1G_tGut-like-2
TCONS_00009983	gene-SCN1B_tGut-3
TCONS_00009984	gene-LOC121469028_tGut
TCONS_00009985	gene-LOC124417451_gGal-like-13
TCONS_00009986	gene-LOC121108867_gGal-like-11
TCONS_00009987	gene-ACIN1_tGut-2
TCONS_00009988	gene-RDH8_gGal-2
TCONS_00009989	gene-TRAPPC5_tGut-like-5
TCONS_00009990	gene-NEU3_gGal-1
TCONS_00009991	gene-SLX1B_tGut-2
TCONS_00009992	gene-EVI5L_gGal-4
TCONS_00009993	gene-S1PR2_gGal-like-1
TCONS_00009994	gene-OPLAH_gGal-6
TCONS_00009995	gene-LOC124417578_gGal-like-3
TCONS_00009996	gene-OPLAH_gGal-11
TCONS_00009997	gene-GFRA2_tGut-3
TCONS_00009998	gene-LOC121108659_gGal
TCONS_00010001	gene-CHMP2A_tGut-6
TCONS_00010000	gene-CHMP2A_tGut-6
TCONS_00009999	gene-CHMP2A_tGut-6
TCONS_00010005	gene-CHMP2A_tGut-6
TCONS_00010004	gene-CHMP2A_tGut-6
TCONS_00010002	gene-LOC121108651_gGal-like-2
TCONS_00010003	gene-TRAPPC5_gGal-5
TCONS_00010006	gene-GYS1_tGut-like-2
TCONS_00010007	gene-RUVBL2_tGut-3
TCONS_00010008	gene-UBTF_gGal-2
TCONS_00010009	gene-LOC121107791_gGal-6
TCONS_00010010	gene-GYS1_tGut-like-2
TCONS_00010011	gene-LOC121108711_gGal-3
TCONS_00010012	gene-LOC121108150_gGal-like-4
TCONS_00010013	gene-LOC121108150_gGal-like-12
TCONS_00010014	gene-LOC121108150_gGal-like-13
TCONS_00010015	gene-LOC121468497_tGut-like-14
TCONS_00010016	gene-CHURC1_gGal-2
TCONS_00010017	gene-DHDH_gGal-like-5
TCONS_00010018	gene-LOC121468338_tGut-like-1
TCONS_00010019	gene-LOC121468710_tGut-like-2
TCONS_00010020	gene-LOC121468689_tGut-like-1
TCONS_00010021	gene-NIT1_gGal-like-13
TCONS_00010022	gene-LOC121468689_tGut-like-1
TCONS_00010023	gene-LOC121468710_tGut-like-1
TCONS_00010024	gene-LOC112530182_gGal-like-19
TCONS_00010025	gene-MRPL49_gGal-like-4
TCONS_00010026	gene-SART1_tGut
TCONS_00010027	gene-SLC25A37_tGut-1
TCONS_00010029	gene-SART1_tGut
TCONS_00010028	gene-SART1_tGut
TCONS_00010030	gene-CDCA5_tGut-3
TCONS_00010031	gene-C34H19orf54_tGut-1
TCONS_00010032	gene-LOC107050614_gGal-7
TCONS_00010033	gene-SLC3A2_tGut
TCONS_00010034	gene-SDHAF1_gGal-like-25
TCONS_00010035	gene-SART1_tGut
TCONS_00010036	gene-LOC121108974_gGal
TCONS_00010037	gene-LOC121468578_tGut-like-7
TCONS_00010038	gene-PNPO_tGut-like-2
TCONS_00010039	gene-CDCA5_tGut-3
TCONS_00010040	gene-LOC121108914_gGal-4
TCONS_00010041	gene-LMF2_tGut-like-1
TCONS_00010042	gene-LOC115498404_tGut-1
TCONS_00010043	gene-LOC115498404_tGut-1
TCONS_00010044	gene-LOC115498404_tGut-1
TCONS_00010045	gene-LIPE_gGal-7
TCONS_00010046	gene-HK2_gGal-1
TCONS_00010047	gene-PIP4P1_tGut-1
TCONS_00010048	gene-ELOB_gGal-6
TCONS_00010049	gene-PYGO1_tGut
TCONS_00010050	gene-DNAAF4_tGut
TCONS_00010051	gene-DNAAF4_tGut
TCONS_00010052	gene-PIGB_tGut
TCONS_00010053	gene-RAB27A_tGut
TCONS_00010054	gene-RSL24D1_tGut
TCONS_00010057	gene-WDR72_tGut
TCONS_00010058	gene-WDR72_tGut
TCONS_00010056	gene-WDR72_tGut
TCONS_00010055	gene-WDR72_tGut
TCONS_00010059	gene-WDR72_tGut
TCONS_00010060	gene-WDR72_tGut
TCONS_00010061	gene-ONECUT1_tGut
TCONS_00010062	gene-ONECUT1_tGut
TCONS_00010063	gene-FAM214A_tGut
TCONS_00010064	gene-FAM214A_tGut
TCONS_00010065	gene-FAM214A_tGut
TCONS_00010066	gene-FAM214A_tGut
TCONS_00010067	gene-ARPP19_tGut
TCONS_00010070	gene-MYO5A_tGut
TCONS_00010069	gene-MYO5A_tGut
TCONS_00010068	gene-MYO5A_tGut
TCONS_00010076	gene-MYO5A_tGut
TCONS_00010078	gene-MYO5A_tGut
TCONS_00010080	gene-MYO5A_tGut
TCONS_00010082	gene-MYO5A_tGut
TCONS_00010083	gene-MYO5A_tGut
TCONS_00010081	gene-MYO5A_tGut
TCONS_00010079	gene-MYO5A_tGut
TCONS_00010077	gene-MYO5A_tGut
TCONS_00010075	gene-MYO5A_tGut
TCONS_00010073	gene-MYO5A_tGut
TCONS_00010074	gene-MYO5A_tGut
TCONS_00010072	gene-MYO5A_tGut
TCONS_00010071	gene-MYO5A_tGut
TCONS_00010084	gene-MYO5A_tGut
TCONS_00010085	gene-MYO5A_tGut
TCONS_00010086	gene-MYO5A_tGut
TCONS_00010087	gene-MYO5C_tGut
TCONS_00010088	gene-MYO5C_tGut
TCONS_00010089	gene-MYO5C_tGut
TCONS_00010090	gene-GNB5_tGut
TCONS_00010091	gene-GNB5_tGut
TCONS_00010092	gene-BCL2L10_tGut
TCONS_00010093	gene-TMOD2_gGal
TCONS_00010094	gene-LYSMD2_tGut
TCONS_00010095	gene-AP4E1_tGut
TCONS_00010098	gene-AP4E1_tGut
TCONS_00010097	gene-AP4E1_tGut
TCONS_00010096	gene-AP4E1_tGut
TCONS_00010099	gene-AP4E1_tGut
TCONS_00010100	gene-AP4E1_tGut
TCONS_00010101	gene-GLDN_tGut
TCONS_00010102	gene-GLDN_tGut
TCONS_00010105	gene-SEMA6D_tGut
TCONS_00010107	gene-SEMA6D_tGut
TCONS_00010109	gene-SEMA6D_tGut
TCONS_00010108	gene-SEMA6D_tGut
TCONS_00010106	gene-SEMA6D_tGut
TCONS_00010104	gene-SEMA6D_tGut
TCONS_00010103	gene-SEMA6D_tGut
TCONS_00010110	gene-SLC24A5_tGut
TCONS_00010111	gene-SLC24A5_tGut
TCONS_00010112	gene-SLC24A5_tGut
TCONS_00010113	gene-CTXN2_tGut
TCONS_00010116	gene-SLC12A1_tGut
TCONS_00010115	gene-SLC12A1_tGut
TCONS_00010114	gene-SLC12A1_tGut
TCONS_00010117	gene-DUT_tGut
TCONS_00010118	gene-DUT_tGut
TCONS_00010119	gene-GALK2_tGut
TCONS_00010121	gene-GALK2_tGut
TCONS_00010120	gene-GALK2_tGut
TCONS_00010122	gene-FGF7_tGut
TCONS_00010123	gene-FGF7_tGut
TCONS_00010124	gene-FGF7_tGut
TCONS_00010125	gene-DTWD1_tGut
TCONS_00010126	gene-SPATA5L1_tGut
TCONS_00010127	gene-C10H15orf48_tGut
TCONS_00010128	gene-BLOC1S6_tGut-3
TCONS_00010129	gene-SQOR_tGut
TCONS_00010131	gene-SQOR_tGut
TCONS_00010130	gene-SQOR_tGut
TCONS_00010132	gene-LOC101234123_tGut
TCONS_00010134	gene-SPPL2A_tGut
TCONS_00010133	gene-SPPL2A_tGut
TCONS_00010136	gene-SPPL2A_tGut
TCONS_00010135	gene-SPPL2A_tGut
TCONS_00010137	gene-TRPM7_tGut
TCONS_00010138	gene-TRPM7_tGut
TCONS_00010139	gene-TRPM7_tGut
TCONS_00010140	gene-GABPB1_tGut
TCONS_00010141	gene-GABPB1_tGut
TCONS_00010142	gene-GABPB1_tGut
TCONS_00010145	gene-HDC_tGut
TCONS_00010144	gene-HDC_tGut
TCONS_00010143	gene-HDC_tGut
TCONS_00010146	gene-GATM_tGut
TCONS_00010148	gene-WHAMM_tGut
TCONS_00010147	gene-WHAMM_tGut
TCONS_00010149	gene-RAMAC_tGut
TCONS_00010151	gene-TM6SF1_tGut
TCONS_00010150	gene-TM6SF1_tGut
TCONS_00010152	gene-SH3GL3_tGut
TCONS_00010153	gene-SH3GL3_tGut
TCONS_00010154	gene-ADAMTSL3_tGut
TCONS_00010155	gene-ADAMTSL3_tGut
TCONS_00010156	gene-EFL1_tGut
TCONS_00010157	gene-MEX3B_tGut
TCONS_00010159	gene-TMC3_tGut
TCONS_00010158	gene-TMC3_tGut
TCONS_00010160	gene-STARD5_tGut
TCONS_00010161	gene-MESD_tGut
TCONS_00010162	gene-BCL2A1_tGut
TCONS_00010163	gene-MTHFS_gGal
TCONS_00010164	gene-MTHFS_gGal
TCONS_00010165	gene-PEX11A_tGut
TCONS_00010166	gene-PEX11A_tGut
TCONS_00010167	gene-PEX11A_tGut
TCONS_00010168	gene-PLIN1_tGut
TCONS_00010169	gene-PLIN1_tGut
TCONS_00010170	gene-PLIN1_tGut
TCONS_00010172	gene-KIF7_tGut-1
TCONS_00010171	gene-KIF7_tGut-1
TCONS_00010173	gene-RHCG_tGut
TCONS_00010174	gene-POLG_tGut
TCONS_00010175	gene-POLG_tGut
TCONS_00010177	gene-RLBP1_tGut
TCONS_00010176	gene-RLBP1_tGut
TCONS_00010178	gene-RLBP1_tGut
TCONS_00010180	gene-MFGE8_tGut
TCONS_00010179	gene-MFGE8_tGut
TCONS_00010181	gene-HAPLN3_tGut-like-1
TCONS_00010182	gene-DET1_tGut
TCONS_00010183	gene-DET1_tGut
TCONS_00010184	gene-DET1_tGut
TCONS_00010185	gene-DET1_tGut
